"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"120","I182070776",3410,"Towed","TOWED MOTOR VEHICLE","D14",794,"","2018-09-03 10:08:00",2018,9,"Monday",10,"Part Three","GREYLOCK RD",42.35042708,-71.13496065,"(42.35042708, -71.13496065)"
"121","I182070828",613,"Larceny","LARCENY SHOPLIFTING","D4",146,"","2018-09-03 10:00:00",2018,9,"Monday",10,"Part One","HUNTINGTON AVE",42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
"122","I182070779",423,"Aggravated Assault","ASSAULT - AGGRAVATED","B2",600,"","2018-09-03 10:00:00",2018,9,"Monday",10,"Part One","HUNTINGTON AVE",42.3375009,-71.09583094,"(42.33750090, -71.09583094)"
"123","I182070779",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",600,"","2018-09-03 10:00:00",2018,9,"Monday",10,"Part Two","HUNTINGTON AVE",42.3375009,-71.09583094,"(42.33750090, -71.09583094)"
"124","I182070779",2405,"Disorderly Conduct","DISORDERLY CONDUCT","B2",600,"","2018-09-03 10:00:00",2018,9,"Monday",10,"Part Two","HUNTINGTON AVE",42.3375009,-71.09583094,"(42.33750090, -71.09583094)"
"125","I182070779",2610,"Other","TRESPASSING","B2",600,"","2018-09-03 10:00:00",2018,9,"Monday",10,"Part Two","HUNTINGTON AVE",42.3375009,-71.09583094,"(42.33750090, -71.09583094)"
"126","I182070778",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",904,"","2018-09-03 09:51:47",2018,9,"Monday",9,"Part Three","WHEATLEY WAY",42.32935767,-71.07974589,"(42.32935767, -71.07974589)"
"127","I182070771",1109,"Fraud","FRAUD - WIRE","D4",142,"","2018-09-03 09:41:00",2018,9,"Monday",9,"Part Two","NEWBURY ST",42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
"128","I182070808",3205,"License Plate Related Incidents","M/V PLATES - LOST","B2",297,"","2018-09-03 09:40:00",2018,9,"Monday",9,"Part Three","KENSINGTON PARK",42.32171349,-71.08260822,"(42.32171349, -71.08260822)"
"129","I182070774",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",167,"","2018-09-03 09:38:00",2018,9,"Monday",9,"Part Two","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
"130","I182070773",3301,"Verbal Disputes","VERBAL DISPUTE","C11",342,"","2018-09-03 09:38:00",2018,9,"Monday",9,"Part Three","TOPLIFF ST",42.30375506,-71.06839375,"(42.30375506, -71.06839375)"
"131","I182070780",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",449,"","2018-09-03 09:36:00",2018,9,"Monday",9,"Part Three","ASPINWALL RD",42.29125586,-71.07475092,"(42.29125586, -71.07475092)"
"132","I182070768",3201,"Property Lost","PROPERTY - LOST","D4",165,"","2018-09-03 09:23:00",2018,9,"Monday",9,"Part Three","ALBANY ST",42.34255919,-71.06270824,"(42.34255919, -71.06270824)"
"133","I182070775",3115,"Investigate Person","INVESTIGATE PERSON","C6",214,"","2018-09-03 09:00:00",2018,9,"Monday",9,"Part Three","W BROADWAY",42.33793018,-71.04947397,"(42.33793018, -71.04947397)"
"134","I182070764",3115,"Investigate Person","INVESTIGATE PERSON","B2",909,"","2018-09-03 08:12:00",2018,9,"Monday",8,"Part Three","RUGGLES ST",42.33445761,-71.088061,"(42.33445761, -71.08806100)"
"135","I182070760",3301,"Verbal Disputes","VERBAL DISPUTE","B2",263,"","2018-09-03 07:50:00",2018,9,"Monday",7,"Part Three","HUCKINS ST",42.32368852,-71.07519735,"(42.32368852, -71.07519735)"
"136","I182070763",1402,"Vandalism","VANDALISM","B3",437,"","2018-09-03 07:44:00",2018,9,"Monday",7,"Part Two","NORFOLK ST",42.28996858,-71.0723254,"(42.28996858, -71.07232540)"
"137","I182070761",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18",940,"","2018-09-03 07:38:00",2018,9,"Monday",7,"Part Three","GARFIELD AVE",42.24235156,-71.12079258,"(42.24235156, -71.12079258)"
"138","I182070758",3115,"Investigate Person","INVESTIGATE PERSON","B3",445,"","2018-09-03 07:27:19",2018,9,"Monday",7,"Part Three","GREENWOOD ST",42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
"139","I182070752",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",120,"","2018-09-03 06:55:00",2018,9,"Monday",6,"Part Three","ARLINGTON ST",42.35061995,-71.07009458,"(42.35061995, -71.07009458)"
"140","I182070755",3301,"Verbal Disputes","VERBAL DISPUTE","B3",432,"","2018-09-03 06:44:00",2018,9,"Monday",6,"Part Three","MASCOT ST",42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
"141","I182070757",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","A15",50,"","2018-09-03 06:23:00",2018,9,"Monday",6,"Part One","CAMBRIDGE ST",42.38356867,-71.0753672,"(42.38356867, -71.07536720)"
"142","I182070757",2403,"Disorderly Conduct","DISTURBING THE PEACE","A15",50,"","2018-09-03 06:23:00",2018,9,"Monday",6,"Part Two","CAMBRIDGE ST",42.38356867,-71.0753672,"(42.38356867, -71.07536720)"
"143","I182070757",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","A15",50,"","2018-09-03 06:23:00",2018,9,"Monday",6,"Part Three","CAMBRIDGE ST",42.38356867,-71.0753672,"(42.38356867, -71.07536720)"
"144","I182070868",616,"Larceny","LARCENY THEFT OF BICYCLE","D14",790,"","2018-09-03 06:15:00",2018,9,"Monday",6,"Part One","CHESTNUT HILL AVE",42.3353997,-71.15025675,"(42.33539970, -71.15025675)"
"145","I182070765",1402,"Vandalism","VANDALISM","D4",131,"","2018-09-03 05:30:00",2018,9,"Monday",5,"Part Two","BEACON ST",42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
"146","I182070749",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1",123,"","2018-09-03 04:06:00",2018,9,"Monday",4,"Part Three","HARVARD ST",42.34993442,-71.06230334,"(42.34993442, -71.06230334)"
"147","I182070747",3115,"Investigate Person","INVESTIGATE PERSON","E18",480,"","2018-09-03 03:50:00",2018,9,"Monday",3,"Part Three","FAIRLAWN AVE",42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
"148","I182070738",2610,"Other","TRESPASSING","B3",446,"","2018-09-03 03:43:00",2018,9,"Monday",3,"Part Two","NORWELL ST",42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
"149","I182070741",301,"Robbery","ROBBERY - STREET","D14",805,"","2018-09-03 03:26:00",2018,9,"Monday",3,"Part One","PORTSMOUTH ST",42.36053257,-71.14426332,"(42.36053257, -71.14426332)"
"150","I182070741",423,"Aggravated Assault","ASSAULT - AGGRAVATED","D14",805,"","2018-09-03 03:26:00",2018,9,"Monday",3,"Part One","PORTSMOUTH ST",42.36053257,-71.14426332,"(42.36053257, -71.14426332)"
"151","I182070813",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","D4",627,"","2018-09-03 03:00:00",2018,9,"Monday",3,"Part One","PETERBOROUGH ST",42.34280177,-71.1006951,"(42.34280177, -71.10069510)"
"152","I182070737",3301,"Verbal Disputes","VERBAL DISPUTE","D4",594,"","2018-09-03 02:58:00",2018,9,"Monday",2,"Part Three","HUNTINGTON AVE",42.3420185,-71.08566213,"(42.34201850, -71.08566213)"
"153","I182070733",3115,"Investigate Person","INVESTIGATE PERSON","D4",620,"","2018-09-03 02:45:00",2018,9,"Monday",2,"Part Three","BOYLSTON ST",42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
"154","I182070825",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",398,"","2018-09-03 02:36:00",2018,9,"Monday",2,"Part Three","TALBOT AVE",42.29019621,-71.07159012,"(42.29019621, -71.07159012)"
"155","I182070732",3125,"Warrant Arrests","WARRANT ARREST","A1",121,"","2018-09-03 02:26:00",2018,9,"Monday",2,"Part Three","FAYETTE ST",42.34943694,-71.06650735,"(42.34943694, -71.06650735)"
"156","I182070727",3114,"Investigate Property","INVESTIGATE PROPERTY","C11",823,"","2018-09-03 02:24:00",2018,9,"Monday",2,"Part Three","WHITBY TER",42.3143418,-71.06050395,"(42.31434180, -71.06050395)"
"157","I182070725",801,"Simple Assault","ASSAULT - SIMPLE","D14",752,"","2018-09-03 02:24:00",2018,9,"Monday",2,"Part Two","WASHINGTON ST",42.35042609,-71.16637332,"(42.35042609, -71.16637332)"
"158","I182070730",3115,"Investigate Person","INVESTIGATE PERSON","E18",512,"","2018-09-03 02:15:00",2018,9,"Monday",2,"Part Three","BEACON ST",42.253372,-71.11654302,"(42.25337200, -71.11654302)"
"159","I182070724",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","",NA,"","2018-09-03 02:06:00",2018,9,"Monday",2,"Part Three","",42.30340674,-71.08526661,"(42.30340674, -71.08526661)"
"160","I182070723",3301,"Verbal Disputes","VERBAL DISPUTE","B3",455,"","2018-09-03 02:02:00",2018,9,"Monday",2,"Part Three","LYNNVILLE TER",42.30256638,-71.0782904,"(42.30256638, -71.07829040)"
"161","I182070726",3301,"Verbal Disputes","VERBAL DISPUTE","B2",265,"","2018-09-03 01:40:00",2018,9,"Monday",1,"Part Three","WAVERLY ST",42.32037671,-71.07903447,"(42.32037671, -71.07903447)"
"162","I182070722",3002,"Medical Assistance","ANIMAL CONTROL - DOG BITES - ETC.","B2",276,"","2018-09-03 01:37:00",2018,9,"Monday",1,"Part Three","EUSTIS ST",42.33166164,-71.08147827,"(42.33166164, -71.08147827)"
"163","I182070734",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","A1",111,"","2018-09-03 01:33:00",2018,9,"Monday",1,"Part One","TREMONT ST",42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
"164","I182070731",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1",122,"","2018-09-03 01:32:00",2018,9,"Monday",1,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"165","I182070721",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A1",93,"","2018-09-03 01:19:00",2018,9,"Monday",1,"Part Two","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"166","I182070715",3114,"Investigate Property","INVESTIGATE PROPERTY","D4",157,"","2018-09-03 01:19:00",2018,9,"Monday",1,"Part Three","SHAWMUT AVE",42.33953776,-71.07472432,"(42.33953776, -71.07472432)"
"167","I182070718",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","",NA,"","2018-09-03 01:02:00",2018,9,"Monday",1,"Part Two","",42.33893316,-71.08114319,"(42.33893316, -71.08114319)"
"168","I182070770",3201,"Property Lost","PROPERTY - LOST","B2",265,"","2018-09-03 01:00:00",2018,9,"Monday",1,"Part Three","PERRIN ST",42.3218854,-71.07906279,"(42.32188540, -71.07906279)"
"169","I182070739",3160,"Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","B3",446,"","2018-09-03 01:00:00",2018,9,"Monday",1,"Part Three","NORWELL ST",42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
"170","I182070739",900,"Arson","ARSON","B3",446,"","2018-09-03 01:00:00",2018,9,"Monday",1,"Other","NORWELL ST",42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
"171","I182070720",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",461,"","2018-09-03 01:00:00",2018,9,"Monday",1,"Part One","BOWDOIN AVE",42.30234412,-71.0763037,"(42.30234412, -71.07630370)"
"172","I182070719",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","E13",565,"","2018-09-03 00:51:00",2018,9,"Monday",0,"Part Two","AMERICAN LEGION HWY",42.28929101,-71.10358494,"(42.28929101, -71.10358494)"
"173","I182070719",3410,"Towed","TOWED MOTOR VEHICLE","E13",565,"","2018-09-03 00:51:00",2018,9,"Monday",0,"Part Three","AMERICAN LEGION HWY",42.28929101,-71.10358494,"(42.28929101, -71.10358494)"
"174","I182070716",3820,"Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","A7",902,"","2018-09-03 00:40:00",2018,9,"Monday",0,"Part Three","SUMNER ST",42.36865862,-71.03924873,"(42.36865862, -71.03924873)"
"175","I182070736",3301,"Verbal Disputes","VERBAL DISPUTE","B3",472,"","2018-09-03 00:25:00",2018,9,"Monday",0,"Part Three","WOODHAVEN ST",42.27105479,-71.09753898,"(42.27105479, -71.09753898)"
"176","I182070708",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",166,"","2018-09-03 00:17:00",2018,9,"Monday",0,"Part Two","SHAWMUT AVE",42.34107714,-71.0723957,"(42.34107714, -71.07239570)"
"177","I182070712",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",366,"","2018-09-02 23:59:00",2018,9,"Sunday",23,"Part Two","DAWSON ST",42.28984188,-71.05843518,"(42.28984188, -71.05843518)"
"178","I182070710",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",352,"","2018-09-02 23:59:00",2018,9,"Sunday",23,"Part Two","DITSON ST",42.30108481,-71.06390782,"(42.30108481, -71.06390782)"
"179","I182070706",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","C11",402,"","2018-09-02 23:33:00",2018,9,"Sunday",23,"Part One","BURT ST",42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
"180","I182070706",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","C11",402,"","2018-09-02 23:33:00",2018,9,"Sunday",23,"Part Two","BURT ST",42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
"181","I182070701",1402,"Vandalism","VANDALISM","C11",254,"","2018-09-02 23:20:00",2018,9,"Sunday",23,"Part Two","DORCHESTER AVE",42.30782846,-71.05837474,"(42.30782846, -71.05837474)"
"182","I182070703",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","A1",128,"","2018-09-02 23:18:00",2018,9,"Sunday",23,"Part Three","COLUMBUS AVE",42.34944475,-71.07072461,"(42.34944475, -71.07072461)"
"183","I182070698",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",244,"","2018-09-02 23:13:00",2018,9,"Sunday",23,"Part Two","TAFT ST",42.3173029,-71.05793388,"(42.31730290, -71.05793388)"
"184","I182070707",619,"Larceny","LARCENY ALL OTHERS","D14",782,"","2018-09-02 23:12:00",2018,9,"Sunday",23,"Part One","GORDON ST",42.35293536,-71.14050052,"(42.35293536, -71.14050052)"
"185","I182070702",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",624,"","2018-09-02 23:00:00",2018,9,"Sunday",23,"Part Two","JERSEY ST",42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
"186","I182070699",613,"Larceny","LARCENY SHOPLIFTING","C6",186,"","2018-09-02 22:55:00",2018,9,"Sunday",22,"Part One","ALLSTATE RD",42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
"187","I182070688",2405,"Disorderly Conduct","DISORDERLY CONDUCT","A1",117,"","2018-09-02 22:47:00",2018,9,"Sunday",22,"Part Two","BOYLSTON ST",42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
"188","I182070688",2610,"Other","TRESPASSING","A1",117,"","2018-09-02 22:47:00",2018,9,"Sunday",22,"Part Two","BOYLSTON ST",42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
"189","I182070695",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18",519,"","2018-09-02 22:44:00",2018,9,"Sunday",22,"Part Three","HARVARD AVE",42.25874573,-71.12243682,"(42.25874573, -71.12243682)"
"190","I182070685",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",348,"","2018-09-02 22:39:00",2018,9,"Sunday",22,"Part One","DORCHESTER AVE",42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
"191","I182070694",3115,"Investigate Person","INVESTIGATE PERSON","E18",482,"","2018-09-02 22:37:00",2018,9,"Sunday",22,"Part Three","MALTA ST",42.26506676,-71.09768522,"(42.26506676, -71.09768522)"
"192","I182070693",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",425,"","2018-09-02 22:36:00",2018,9,"Sunday",22,"Part Three","BLUE HILL AVE",42.27219089,-71.09351043,"(42.27219089, -71.09351043)"
"193","I182070690",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",421,"","2018-09-02 22:34:00",2018,9,"Sunday",22,"Part Three","W SELDEN ST",42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
"194","I182070691",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A7",20,"","2018-09-02 22:31:00",2018,9,"Sunday",22,"Part Three","CHELSEA ST",42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
"195","I182070681",3115,"Investigate Person","INVESTIGATE PERSON","B2",304,"","2018-09-02 22:17:00",2018,9,"Sunday",22,"Part Three","SLAYTON WAY",42.32177032,-71.09779774,"(42.32177032, -71.09779774)"
"196","I182070696",619,"Larceny","LARCENY ALL OTHERS","D4",623,"","2018-09-02 22:15:00",2018,9,"Sunday",22,"Part One","COMMONWEALTH AVE",42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
"197","I182070675",3115,"Investigate Person","INVESTIGATE PERSON","D4",138,"","2018-09-02 22:05:00",2018,9,"Sunday",22,"Part Three","BOYLSTON ST",42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
"198","I182070686",3301,"Verbal Disputes","VERBAL DISPUTE","B2",586,"","2018-09-02 22:02:00",2018,9,"Sunday",22,"Part Three","HILLSIDE ST",42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
"199","I182070677",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","",NA,"","2018-09-02 22:00:00",2018,9,"Sunday",22,"Part Two","",42.31138549,-71.08113966,"(42.31138549, -71.08113966)"
"200","I182070677",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","",NA,"","2018-09-02 22:00:00",2018,9,"Sunday",22,"Part Three","",42.31138549,-71.08113966,"(42.31138549, -71.08113966)"
"201","I182070680",1402,"Vandalism","VANDALISM","C6",232,"","2018-09-02 21:57:00",2018,9,"Sunday",21,"Part Two","P ST",42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
"202","I182070680",2648,"Bomb Hoax","BOMB THREAT","C6",232,"","2018-09-02 21:57:00",2018,9,"Sunday",21,"Part Two","P ST",42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
"203","I182070805",616,"Larceny","LARCENY THEFT OF BICYCLE","E5",564,"","2018-09-02 21:51:00",2018,9,"Sunday",21,"Part One","ARCHDALE RD",42.29277202,-71.12138967,"(42.29277202, -71.12138967)"
"204","I182070673",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","",NA,"","2018-09-02 21:51:00",2018,9,"Sunday",21,"Part Three","",42.31022711,-71.07233091,"(42.31022711, -71.07233091)"
"205","I182070665",3207,"Property Found","PROPERTY - FOUND","D14",778,"","2018-09-02 21:50:00",2018,9,"Sunday",21,"Part Three","WASHINGTON ST",42.349056,-71.1504985,"(42.34905600, -71.15049850)"
"206","I182070682",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","A1",113,"","2018-09-02 21:47:00",2018,9,"Sunday",21,"Part Three","SUMMER ST",42.35332464,-71.05727637,"(42.35332464, -71.05727637)"
"207","I182070679",3108,"Fire Related Reports","FIRE REPORT - HOUSE, BUILDING, ETC.","C11",379,"","2018-09-02 21:46:00",2018,9,"Sunday",21,"Part Three","ADAMS ST",42.28523455,-71.05509673,"(42.28523455, -71.05509673)"
"208","I182070683",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E13",639,"","2018-09-02 21:36:00",2018,9,"Sunday",21,"Part Three","ROBINWOOD AVE",42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
"209","I182070666",2647,"Other","THREATS TO DO BODILY HARM","C6",222,"","2018-09-02 21:30:22",2018,9,"Sunday",21,"Part Two","E BROADWAY",42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
"210","I182070788",3114,"Investigate Property","INVESTIGATE PROPERTY","B2",305,"","2018-09-02 21:30:00",2018,9,"Sunday",21,"Part Three","TOWNSEND ST",42.3191711,-71.09192415,"(42.31917110, -71.09192415)"
"211","I182070689",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","E13",572,"","2018-09-02 21:27:00",2018,9,"Sunday",21,"Part One","COLUMBUS AVE",42.31501293,-71.0975669,"(42.31501293, -71.09756690)"
"212","I182070671",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",235,"","2018-09-02 21:27:00",2018,9,"Sunday",21,"Part Three","CARSON ST",42.3197573,-71.05428941,"(42.31975730, -71.05428941)"
"213","I182070663",613,"Larceny","LARCENY SHOPLIFTING","B3",428,"","2018-09-02 21:20:18",2018,9,"Sunday",21,"Part One","MORTON ST",42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
"214","I182070668",423,"Aggravated Assault","ASSAULT - AGGRAVATED","B2",291,"","2018-09-02 21:12:00",2018,9,"Sunday",21,"Part One","CENTRE ST",42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
"215","I182070668",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",291,"","2018-09-02 21:12:00",2018,9,"Sunday",21,"Part Two","CENTRE ST",42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
"216","I182070662",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",359,"","2018-09-02 20:55:14",2018,9,"Sunday",20,"Part Two","WASHINGTON ST",42.29417346,-71.07193797,"(42.29417346, -71.07193797)"
"217","I182070672",3501,"Missing Person Reported","MISSING PERSON","C11",335,"","2018-09-02 20:35:00",2018,9,"Sunday",20,"Part Three","COLEMAN ST",42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
"218","I182070656",3301,"Verbal Disputes","VERBAL DISPUTE","B3",448,"","2018-09-02 20:34:00",2018,9,"Sunday",20,"Part Three","PARK ST",42.29482381,-71.07603424,"(42.29482381, -71.07603424)"
"219","I182070657",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2",311,"","2018-09-02 20:32:00",2018,9,"Sunday",20,"Part Three","MARTIN LUTHER KING JR BLV",42.31791574,-71.0821563,"(42.31791574, -71.08215630)"
"220","I182070795",301,"Robbery","ROBBERY - STREET","C11",362,"","2018-09-02 20:30:00",2018,9,"Sunday",20,"Part One","LYNDHURST ST",42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
"221","I182070659",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B3",441,"","2018-09-02 20:30:00",2018,9,"Sunday",20,"Part Three","TALBOT AVE",42.29389648,-71.08451577,"(42.29389648, -71.08451577)"
"222","I182070652",1402,"Vandalism","VANDALISM","E13",906,"","2018-09-02 20:08:00",2018,9,"Sunday",20,"Part Two","HORAN WAY",42.32547536,-71.10253482,"(42.32547536, -71.10253482)"
"223","I182070642",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6",206,"","2018-09-02 20:07:00",2018,9,"Sunday",20,"Part Three","SEAPORT BLVD",42.35311458,-71.04842121,"(42.35311458, -71.04842121)"
