"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location"
"88",161501282,"12/31/2016","12/31/2016",350,15,"N Hollywood",1506,753,"DISCHARGE FIREARMS/SHOTS FIRED","1407 1100",NA,"M","W",104,"DRIVEWAY",102,"HAND GUN","IC","Invest Cont",753,NA,NA,NA,"11000    CANTLAY                      ST","","(34.2022, -118.3736)"
"89",161524007,"12/31/2016","12/31/2016",130,15,"N Hollywood",1549,624,"BATTERY - SIMPLE ASSAULT","0429 0416",36,"M","B",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"5500    LANKERSHIM                   BL","","(34.17, -118.3777)"
"90",161524012,"12/31/2016","12/31/2016",335,15,"N Hollywood",1549,624,"BATTERY - SIMPLE ASSAULT","0561 0419 0400 0416",42,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"5400    FAIR                         AV","","(34.1685, -118.3743)"
"91",161524014,"12/31/2016","12/31/2016",300,15,"N Hollywood",1506,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"SHERMAN                      WY","VINELAND","(34.2012, -118.3703)"
"92",161524034,"12/31/2016","12/31/2016",1000,15,"N Hollywood",1548,624,"BATTERY - SIMPLE ASSAULT","1300 0416 1218",44,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"CHANDLER","LANKERSHIM","(34.1681, -118.3765)"
"93",161617945,"12/31/2016","12/31/2016",1930,16,"Foothill",1687,510,"VEHICLE - STOLEN","",16,"","",108,"PARKING LOT",NA,"","AA","Adult Arrest",510,NA,NA,NA,"8000    VINELAND                     AV","","(34.2157, -118.3703)"
"94",161617946,"12/31/2016","12/31/2016",2000,16,"Foothill",1637,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","AA","Adult Arrest",510,NA,NA,NA,"7700    JAYSEEL                      ST","","(34.2656, -118.3016)"
"95",161721927,"12/31/2016","12/31/2016",350,17,"Devonshire",1793,251,"SHOTS FIRED AT INHABITED DWELLING","1100",26,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106,"UNKNOWN FIREARM","IC","Invest Cont",251,NA,NA,NA,"19100    BRYANT                       ST","","(34.2272, -118.5492)"
"96",161721935,"12/31/2016","12/31/2016",335,17,"Devonshire",1762,900,"VIOLATION OF COURT ORDER","2000 0329",47,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",900,NA,NA,NA,"20600    LASSEN                       ST","","(34.25, -118.5823)"
"97",161721947,"12/31/2016","12/31/2016",400,17,"Devonshire",1754,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1242",39,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","JA","Juv Arrest",740,NA,NA,NA,"9900    RESEDA                       BL","","(34.25, -118.5361)"
"98",161721951,"12/31/2016","12/31/2016",1800,17,"Devonshire",1715,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","1402 1202",74,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",740,998,NA,NA,"17600    SIDWELL                      ST","","(34.3014, -118.5172)"
"99",161801267,"12/31/2016","12/31/2016",130,18,"Southeast",1821,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 1206 2000 0416",22,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"600 W  102ND                        ST","","(33.9438, -118.2848)"
"100",161801268,"12/31/2016","12/31/2016",1250,18,"Southeast",1823,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0309 0906 1100 0302 0430 1407",26,"M","H",102,"SIDEWALK",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",230,NA,NA,NA,"9600 S  SAN PEDRO                    ST","","(33.9492, -118.2695)"
"101",161823724,"12/31/2016","12/31/2016",20,18,"Southeast",1821,210,"ROBBERY","0342 0344 0355 0334 0302 1310",19,"M","H",101,"STREET",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,NA,NA,NA,"98TH","FIGUEROA","(33.9474, -118.2826)"
"102",161823732,"12/31/2016","12/31/2016",1000,18,"Southeast",1823,510,"VEHICLE - STOLEN","",16,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"10200    AVALON                       BL","","(33.947, -118.2684)"
"103",161823733,"12/31/2016","12/31/2016",845,18,"Southeast",1824,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",16,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"CENTRAL                      AV","100TH                        ST","(33.9461, -118.2541)"
"104",161823734,"12/31/2016","12/31/2016",848,18,"Southeast",1861,648,"ARSON","1501",71,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",648,NA,NA,NA,"11800    ORCHARD                      AV","","(33.9265, -118.2881)"
"105",161823736,"12/31/2016","12/31/2016",1530,18,"Southeast",1823,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"103RD                        ST","AVALON                       BL","(33.9429, -118.2652)"
"106",161823738,"12/31/2016","12/31/2016",1600,18,"Southeast",1831,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"12400 S  HOOVER                       ST","","(33.9201, -118.287)"
"107",161823739,"12/31/2016","12/31/2016",1030,18,"Southeast",1839,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"GORMAN                       AV","108TH                        ST","(33.9372, -118.2312)"
"108",161823740,"12/31/2016","12/31/2016",900,18,"Southeast",1824,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"700 E  97TH                         ST","","(33.9484, -118.263)"
"109",161823741,"12/31/2016","12/31/2016",2045,18,"Southeast",1826,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"103RD                        ST","COMPTON","(33.9432, -118.2462)"
"110",161924355,"12/31/2016","12/31/2016",1220,19,"Mission",1974,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 0416 2000",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"14600    RAYEN                        ST","","(34.2337, -118.4536)"
"111",161924356,"12/31/2016","12/31/2016",1830,19,"Mission",1985,210,"ROBBERY","1313 0342 0334 0416 0370 0302 0344 0337",49,"M","H",101,"STREET",101,"REVOLVER","IC","Invest Cont",210,NA,NA,NA,"CHASE                        ST","TILDEN                       AV","(34.2248, -118.4469)"
"112",161924368,"12/31/2016","12/31/2016",1845,19,"Mission",1984,210,"ROBBERY","0421 0334 0305 0337 0448 0449 0429 1100 0416 0344",51,"M","H",102,"SIDEWALK",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,998,NA,NA,"RAYEN                        ST","KESTER                       AV","(34.2318, -118.4575)"
"113",161924369,"12/31/2016","12/31/2016",1435,19,"Mission",1959,330,"BURGLARY FROM VEHICLE","0344",60,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"14100    WEIDNER                      ST","","(34.2601, -118.4405)"
"114",162021894,"12/31/2016","12/31/2016",1140,20,"Olympic",2011,310,"BURGLARY","0314 1251 1607 0321 1402",19,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",310,998,NA,NA,"100 S  SAINT ANDREWS                PL","","(34.0731, -118.3113)"
"115",162021901,"12/31/2016","12/31/2016",630,20,"Olympic",2029,330,"BURGLARY FROM VEHICLE","1609 1307 0358 0344",59,"M","O",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"SHATTO                       PL","4TH                          ST","(34.067, -118.2899)"
"116",162021902,"12/31/2016","12/31/2016",1020,20,"Olympic",2027,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 0104",29,"M","A",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",740,NA,NA,NA,"3400 W  6TH                          ST","","(34.0636, -118.2954)"
"117",162021909,"12/31/2016","12/31/2016",1155,20,"Olympic",2024,210,"ROBBERY","0945 1402 0104 0325 0344 0346 0907",NA,"X","X",402,"MARKET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,998,NA,NA,"3700    WILSHIRE                     BL","","(34.0636, -118.3047)"
"118",162021910,"12/31/2016","12/31/2016",1140,20,"Olympic",2031,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 1243 0419 0447 0417 0416 0400 1402",37,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,998,NA,NA,"3900    WILSHIRE                     BL","","(34.0617, -118.3115)"
"119",162021916,"12/31/2016","12/31/2016",1000,20,"Olympic",2036,624,"BATTERY - SIMPLE ASSAULT","0444",46,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"3100 W  7TH                          ST","","(34.0598, -118.2916)"
"120",162021924,"12/31/2016","12/31/2016",210,20,"Olympic",2033,761,"BRANDISH WEAPON","0334",37,"M","H",503,"HOTEL",102,"HAND GUN","IC","Invest Cont",761,NA,NA,NA,"700 S  SERRANO                      AV","","(34.0597, -118.3066)"
"121",162021925,"12/31/2016","12/31/2016",405,20,"Olympic",2024,330,"BURGLARY FROM VEHICLE","1251 0352 0344 0342 0346 0358",26,"M","A",123,"PARKING UNDERGROUND/BUILDING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",330,NA,NA,NA,"500 S  HARVARD                      BL","","(34.0654, -118.3041)"
"122",162101425,"12/31/2016","12/31/2016",1800,21,"Topanga",2157,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0906 2000 1241 0429",51,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6800    DE SOTO                      AV","","(34.1938, -118.5884)"
"123",170104017,"12/31/2016","12/31/2016",2215,1,"Central",143,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344 0325",NA,"F","H",403,"DRUG STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"400 S  BROADWAY","","(34.0495, -118.2494)"
"124",170804136,"01/03/2017","12/31/2016",1500,8,"West LA",899,310,"BURGLARY","1601 0344",25,"F","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",310,NA,NA,NA,"3100    CURTS                        AV","","(34.0315, -118.3889)"
"125",170104208,"01/03/2017","12/31/2016",1830,1,"Central",185,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 2014",33,"F","B",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"900 S  BROADWAY","","(34.0423, -118.2561)"
"126",162121605,"12/31/2016","12/31/2016",1540,21,"Topanga",2187,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"20900    VENTURA                      BL","","(34.1664, -118.5883)"
"127",162121609,"12/31/2016","12/31/2016",420,21,"Topanga",2147,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1309 0913",49,"F","H",108,"PARKING LOT",307,"VEHICLE","IC","Invest Cont",230,NA,NA,NA,"7100    DE SOTO                      AV","","(34.1992, -118.5885)"
"128",162121612,"12/31/2016","12/31/2016",1300,21,"Topanga",2134,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377",57,"F","W",402,"MARKET",NA,"","IC","Invest Cont",440,NA,NA,NA,"SHERMAN                      WY","SHOUP","(34.201, -118.6147)"
"129",162121613,"12/31/2016","12/31/2016",1314,21,"Topanga",2149,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",35,"F","H",406,"OTHER STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"19700    SHERMAN                      WY","","(34.201, -118.5623)"
"130",162121619,"12/31/2016","12/31/2016",1230,21,"Topanga",2156,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",35,"M","X",404,"DEPARTMENT STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"6500    TOPANGA CANYON               BL","","(34.1888, -118.6059)"
"131",162121621,"12/31/2016","12/31/2016",1700,21,"Topanga",2158,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",35,"M","X",406,"OTHER STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"6100    CANOGA                       AV","","(34.1805, -118.5975)"
"132",162121623,"12/31/2016","12/31/2016",1300,21,"Topanga",2105,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",35,"M","X",402,"MARKET",NA,"","IC","Invest Cont",442,NA,NA,NA,"21500    ROSCOE                       BL","","(34.2239, -118.6017)"
"133",162121625,"12/31/2016","12/31/2016",930,21,"Topanga",2148,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0401",43,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"20500    HART                         ST","","(34.1974, -118.5797)"
"134",162121628,"12/31/2016","12/31/2016",1715,21,"Topanga",2187,624,"BATTERY - SIMPLE ASSAULT","0903",43,"F","A",402,"MARKET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"21800    VENTURA                      BL","","(34.1684, -118.6021)"
"135",162121632,"12/31/2016","12/31/2016",900,21,"Topanga",2146,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",26,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"BASSETT                      ST","OWENSMOUTH                   AV","(34.1956, -118.6016)"
"136",162121638,"12/31/2016","12/31/2016",825,21,"Topanga",2161,901,"VIOLATION OF RESTRAINING ORDER","1501",51,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",901,NA,NA,NA,"24100    PHILIPRIMM                   ST","","(34.171, -118.6515)"
"137",170100501,"12/31/2016","12/31/2016",2100,1,"Central",192,860,"BATTERY WITH SEXUAL CONTACT","0448 0400",32,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"HOPE","VENICE                       BL","(34.0365, -118.2676)"
"138",170100505,"01/03/2017","12/31/2016",1500,1,"Central",162,310,"BURGLARY","0344",36,"M","H",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",310,NA,NA,NA,"400 W  8TH                          ST","","(34.0445, -118.2558)"
"139",170100508,"01/03/2017","12/31/2016",2330,1,"Central",152,121,"RAPE, FORCIBLE","0413 0500",30,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"800 W  7TH                          ST","","(34.0491, -118.2558)"
"140",170100510,"01/03/2017","12/31/2016",2330,1,"Central",152,121,"RAPE, FORCIBLE","0413 0500",27,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"800 W  7TH                          ST","","(34.0491, -118.2558)"
"141",170104001,"12/31/2016","12/31/2016",1300,1,"Central",155,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",56,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"500    MAPLE                        AV","","(34.0454, -118.2466)"
"142",170104002,"12/31/2016","12/31/2016",1300,1,"Central",165,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0443 0400 0319",77,"M","B",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",230,NA,NA,NA,"7TH                          ST","LOS ANGELES","(34.0433, -118.2504)"
"143",170104003,"12/31/2016","12/31/2016",150,1,"Central",164,624,"BATTERY - SIMPLE ASSAULT","1402 0416",32,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,998,NA,NA,"100 E  6TH                          ST","","(34.0453, -118.2499)"
"144",170104004,"12/31/2016","12/31/2016",1630,1,"Central",144,761,"BRANDISH WEAPON","1238 0334 0443",45,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC","Invest Cont",761,930,NA,NA,"400 S  MAIN                         ST","","(34.0478, -118.2484)"
"145",170104006,"12/31/2016","12/31/2016",1100,1,"Central",185,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1202 0344",63,"F","A",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"300 E  12TH                         ST","","(34.0363, -118.2573)"
"146",170104007,"12/31/2016","12/31/2016",1200,1,"Central",157,624,"BATTERY - SIMPLE ASSAULT","0429 0400",45,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","CROCKER","(34.0417, -118.2443)"
"147",170104008,"12/31/2016","12/31/2016",150,1,"Central",159,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",NA,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",745,NA,NA,NA,"500    MATEO                        ST","","(34.0415, -118.2332)"
"148",170104009,"12/31/2016","12/31/2016",1150,1,"Central",111,310,"BURGLARY","1607 0344 0321",25,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"600 N  BUNKER HILL                  AV","","(34.0613, -118.2446)"
"149",170104010,"12/31/2016","12/31/2016",1715,1,"Central",153,624,"BATTERY - SIMPLE ASSAULT","1266 0426 0416",53,"M","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500 S  BROADWAY","","(34.0481, -118.2507)"
"150",170104018,"12/31/2016","12/31/2016",2220,1,"Central",132,624,"BATTERY - SIMPLE ASSAULT","0444",24,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other",624,NA,NA,NA,"100 S  GRAND                        AV","","(34.0557, -118.2488)"
"151",170104027,"12/31/2016","12/31/2016",2030,1,"Central",162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",33,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"9TH                          ST","FLOWER                       ST","(34.0462, -118.2628)"
"152",170104035,"01/01/2017","12/31/2016",2200,1,"Central",118,330,"BURGLARY FROM VEHICLE","1307 0344 0329",24,"F","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"1700    NAUD                         ST","","(34.0686, -118.2266)"
"153",170104040,"01/01/2017","12/31/2016",2330,1,"Central",192,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",19,"F","W",735,"NIGHT CLUB (OPEN EVENINGS ONLY)",NA,"","IC","Invest Cont",440,NA,NA,NA,"1300 S  FLOWER                       ST","","(34.0401, -118.2668)"
"154",170104047,"01/01/2017","12/31/2016",2130,1,"Central",163,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",24,"F","H",735,"NIGHT CLUB (OPEN EVENINGS ONLY)",NA,"","IC","Invest Cont",440,NA,NA,NA,"700 S  BROADWAY","","(34.0452, -118.2534)"
"155",170104048,"01/01/2017","12/31/2016",2330,1,"Central",164,210,"ROBBERY","1218 0355 0334 0416 0344",58,"M","W",101,"STREET",206,"SWITCH BLADE","IC","Invest Cont",210,NA,NA,NA,"7TH","MAIN","(34.0439, -118.2514)"
"156",170104074,"01/01/2017","12/31/2016",2330,1,"Central",159,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",31,"F","I",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",440,NA,NA,NA,"400 S  HEWITT                       ST","","(34.0436, -118.2354)"
"157",170104087,"01/02/2017","12/31/2016",1700,1,"Central",195,310,"BURGLARY","0344",26,"M","H",251,"RECYCLING CENTER",NA,"","IC","Invest Cont",310,NA,NA,NA,"100 E  17TH                         ST","","(34.0329, -118.2632)"
"158",170104088,"01/02/2017","12/31/2016",5,1,"Central",163,510,"VEHICLE - STOLEN","",16,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"8TH                          ST","HILL                         ST","(34.0445, -118.2558)"
"159",170104105,"01/02/2017","12/31/2016",2300,1,"Central",124,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",NA,"M","W",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",NA,"","IC","Invest Cont",745,NA,NA,NA,"200 N  SPRING                       ST","","(34.054, -118.2435)"
"160",170104188,"01/03/2017","12/31/2016",1400,1,"Central",176,330,"BURGLARY FROM VEHICLE","1606 1300 0344",32,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"700    MAPLE                        AV","","(34.0424, -118.2493)"
"161",170104277,"01/04/2017","12/31/2016",1105,1,"Central",148,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","1803 0344",48,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",668,NA,NA,NA,"400    STANFORD                     AV","","(34.0439, -118.2399)"
"162",170104555,"01/10/2017","12/31/2016",1300,1,"Central",166,310,"BURGLARY","0344",64,"M","B",516,"",NA,"","IC","Invest Cont",310,NA,NA,NA,"600    SAN JULIAN                   ST","","(34.0428, -118.2461)"
"163",170105078,"01/19/2017","12/31/2016",1100,1,"Central",148,310,"BURGLARY","0344 0352",59,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"400 S  SAN PEDRO                    ST","","(34.0458, -118.243)"
"164",170105817,"01/30/2017","12/31/2016",2000,1,"Central",153,480,"BIKE - STOLEN","0344 0397",25,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",480,NA,NA,NA,"200 W  6TH                          ST","","(34.046, -118.2509)"
"165",170110097,"01/01/2017","12/31/2016",2300,1,"Central",182,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",27,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"1000 S  HILL                         ST","","(34.042, -118.2625)"
"166",170204008,"12/31/2016","12/31/2016",1820,2,"Rampart",246,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0305 0411 0345 0319 0417",38,"M","B",109,"PARK/PLAYGROUND",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont",230,NA,NA,NA,"6TH                          ST","ALVARADO","(34.0596, -118.2749)"
"167",170204009,"12/31/2016","12/31/2016",1500,2,"Rampart",246,956,"LETTERS, LEWD","1906",25,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",956,NA,NA,NA,"500 S  BONNIE BRAE                  ST","","(34.0598, -118.2734)"
